Job Title,Company,Location,Experience Level,Date,Job Description,Cleaned Description
Data Scientist,Infosys,Hyderabad,Mid Level,2025-06-09,"Join Amazon as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Pandas, Machine Learning. Knowledge of Statistics, Python, Scikit-Learn, SQL, Communication is a plus.","join amazon as a data scientist. we are looking for talented individuals. requirements must have strong experience in nltk, pandas, machine learning. knowledge of statistics, python, scikitlearn, sql, communication is a plus."
ML Engineer,TechGiant,Hyderabad,Mid Level,2025-05-31,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, PyTorch, Python. Knowledge of AWS, Spark, TensorFlow is a plus.","join amazon as a ml engineer. we are looking for talented individuals. requirements must have strong experience in machine learning, pytorch, python. knowledge of aws, spark, tensorflow is a plus."
DevOps Engineer,Google,Mumbai,Entry Level,2026-02-20,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Docker, Terraform. Knowledge of Kubernetes, Linux, CI/CD is a plus.","join tcs as a devops engineer. we are looking for talented individuals. requirements must have strong experience in aws, docker, terraform. knowledge of kubernetes, linux, cicd is a plus."
Web Developer,TCS,Delhi,Senior Level,2025-06-15,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, HTML, Django. Knowledge of CSS, Flask, Node.js, JavaScript is a plus.","join infosys as a web developer. we are looking for talented individuals. requirements must have strong experience in react, html, django. knowledge of css, flask, node.js, javascript is a plus."
Data Scientist,Infosys,Pune,Senior Level,2025-12-01,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, NLTK, Machine Learning. Knowledge of Pandas, Statistics, Scikit-Learn is a plus.","join techgiant as a data scientist. we are looking for talented individuals. requirements must have strong experience in python, nltk, machine learning. knowledge of pandas, statistics, scikitlearn is a plus."
ML Engineer,Microsoft,Mumbai,Entry Level,2026-01-21,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Spark, Docker. Knowledge of Python, Communication is a plus.","join innovateai as a ml engineer. we are looking for talented individuals. requirements must have strong experience in tensorflow, spark, docker. knowledge of python, communication is a plus."
Web Developer,TechGiant,Pune,Mid Level,2025-10-29,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Flask, JavaScript. Knowledge of Django, HTML, CSS, Node.js is a plus.","join microsoft as a web developer. we are looking for talented individuals. requirements must have strong experience in react, flask, javascript. knowledge of django, html, css, node.js is a plus."
ML Engineer,TCS,Pune,Senior Level,2025-11-07,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, AWS, Python. Knowledge of Docker, TensorFlow, Spark, Teamwork is a plus.","join startupx as a ml engineer. we are looking for talented individuals. requirements must have strong experience in pytorch, aws, python. knowledge of docker, tensorflow, spark, teamwork is a plus."
Backend Developer,Microsoft,Delhi,Mid Level,2025-06-13,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Kubernetes, Go. Knowledge of Java, Teamwork is a plus.","join innovateai as a backend developer. we are looking for talented individuals. requirements must have strong experience in python, kubernetes, go. knowledge of java, teamwork is a plus."
ML Engineer,Microsoft,Pune,Entry Level,2025-11-25,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, TensorFlow, PyTorch. Knowledge of Python, Agile is a plus.","join google as a ml engineer. we are looking for talented individuals. requirements must have strong experience in aws, tensorflow, pytorch. knowledge of python, agile is a plus."
Backend Developer,Google,Mumbai,Mid Level,2026-01-12,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Go, Redis. Knowledge of Python, SQL, API Design is a plus.","join startupx as a backend developer. we are looking for talented individuals. requirements must have strong experience in java, go, redis. knowledge of python, sql, api design is a plus."
Data Scientist,TechGiant,Pune,Mid Level,2025-09-09,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, NLTK, Statistics. Knowledge of Pandas is a plus.","join innovateai as a data scientist. we are looking for talented individuals. requirements must have strong experience in python, nltk, statistics. knowledge of pandas is a plus."
Data Scientist,InnovateAI,Delhi,Entry Level,2025-07-28,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, SQL, Python. Knowledge of NLTK, Pandas, Scikit-Learn, Machine Learning, Teamwork is a plus.","join techgiant as a data scientist. we are looking for talented individuals. requirements must have strong experience in statistics, sql, python. knowledge of nltk, pandas, scikitlearn, machine learning, teamwork is a plus."
ML Engineer,Microsoft,Hyderabad,Entry Level,2025-04-28,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, TensorFlow, Spark. Knowledge of AWS, Python is a plus.","join amazon as a ml engineer. we are looking for talented individuals. requirements must have strong experience in docker, tensorflow, spark. knowledge of aws, python is a plus."
ML Engineer,InnovateAI,Hyderabad,Mid Level,2025-06-21,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, TensorFlow, PyTorch. Knowledge of Machine Learning, Spark, AWS, Docker, Communication is a plus.","join amazon as a ml engineer. we are looking for talented individuals. requirements must have strong experience in python, tensorflow, pytorch. knowledge of machine learning, spark, aws, docker, communication is a plus."
DevOps Engineer,Microsoft,Remote,Entry Level,2025-05-02,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, AWS, Jenkins. Knowledge of Docker, Agile is a plus.","join startupx as a devops engineer. we are looking for talented individuals. requirements must have strong experience in cicd, aws, jenkins. knowledge of docker, agile is a plus."
Data Scientist,Amazon,Bangalore,Mid Level,2025-11-20,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Statistics, SQL. Knowledge of Scikit-Learn is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in pandas, statistics, sql. knowledge of scikitlearn is a plus."
Backend Developer,InnovateAI,Pune,Entry Level,2025-07-31,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Kubernetes, Python. Knowledge of API Design, SQL, Redis, Go, Agile is a plus.","join microsoft as a backend developer. we are looking for talented individuals. requirements must have strong experience in java, kubernetes, python. knowledge of api design, sql, redis, go, agile is a plus."
Frontend Developer,Infosys,Mumbai,Entry Level,2026-02-15,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Redux, Sass. Knowledge of TypeScript, Vue, React is a plus.","join tcs as a frontend developer. we are looking for talented individuals. requirements must have strong experience in javascript, redux, sass. knowledge of typescript, vue, react is a plus."
Web Developer,Infosys,Remote,Mid Level,2025-06-04,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, Node.js, React. Knowledge of CSS, Communication is a plus.","join microsoft as a web developer. we are looking for talented individuals. requirements must have strong experience in html, node.js, react. knowledge of css, communication is a plus."
Backend Developer,Microsoft,Delhi,Entry Level,2025-12-27,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, API Design, Redis. Knowledge of SQL, Python, Teamwork is a plus.","join startupx as a backend developer. we are looking for talented individuals. requirements must have strong experience in kubernetes, api design, redis. knowledge of sql, python, teamwork is a plus."
